id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
36701365,Retro Cozy Condo! Brand New Remodel!,163608963,Mark,,78704,30.25098,-97.7455,Entire home/apt,106,3,43,2021-06-07,1.93,1,206
36728775,"11 Beds (5 Queens| 2 Kings | 4 Twins), POOL | HOT TUB | 1mi to Downtown",152608759,Tracey,,78704,30.24146,-97.73821,Entire home/apt,2013,1,25,2021-05-09,1.11,11,312
36735606,"Stylish, Pet Friendly Condo in Travis Heights. Free WiFi, Communal Pool Mins to SoCo! Book Today!",177821967,ITrip Vacations,,78704,30.25088,-97.74411,Entire home/apt,169,2,12,2020-09-26,0.59,18,315
36760659,"Luxury Apartment
Downtown Austin",153897610,Fred,,78741,30.23631,-97.72655,Entire home/apt,120,1,24,2020-06-13,1.09,1,0
36766311,Kayla's Palace,270061609,Tracy,,78754,30.3547,-97.64304,Private room,200,1,2,2019-09-08,0.09,4,10
36767045,The Sanctuary - Cozy and Quaint 1BR in East ATX,49374084,Kendall,,78702,30.2621,-97.7246,Entire home/apt,120,3,0,,,1,0
36770125,Small Studio in East Austin near great restaurants,3440175,James,,78702,30.25438,-97.70306,Entire home/apt,45,1,23,2020-03-12,1.16,8,0
36789019,South Austin 8 min to downtown 15 min to airport,269604874,Malaika,,78744,30.18328,-97.75617,Entire home/apt,48,1,57,2021-06-27,2.78,1,320
36789172,"Home with Patio and Yard, 3 Miles to Lake Travis!",124060715,Evolve Vacation Rental,,78734,30.38542,-97.92447,Entire home/apt,285,2,4,2021-06-20,1.74,33,348
36795547,ATX Music Encore Condo,39923093,Daryl,,78741,30.23172,-97.73322,Entire home/apt,138,1,99,2021-06-27,4.68,3,317
36804341,Little Treasure,276639653,Julie,,78745,30.19864,-97.80104,Entire home/apt,50,1,21,2020-02-23,1.03,1,0
36807370,Dozier House - downtown,118565935,Renters Club,,78701,30.2805,-97.74628,Entire home/apt,766,1,23,2021-07-04,1.11,74,126
36807671,East Austin Oasis,142776,Spencer,,78723,30.3164,-97.67099,Entire home/apt,131,2,17,2021-06-27,0.79,1,172
36818748,Super spacious and super friendly.,44745077,Dr. Nathan,,78753,30.42563,-97.67611,Private room,66,1,2,2019-12-09,0.10,1,365
36842012,Cozy Blue House in South Austin,57138639,Meghan,,78748,30.18415,-97.80915,Entire home/apt,257,3,27,2021-07-05,1.21,2,149
36842762,Cozy master bedroom in a boho / rustic style home,268593153,Tatjana,,78745,30.20886,-97.76398,Private room,48,1,0,,,1,113
36847160,Casa de Cool - mid-century modern gem,5153745,Karen,,78704,30.24893,-97.78277,Entire home/apt,99,120,0,,,1,131
36865615,"Cherrywood Treetop Retreat,  near UT & Mueller",65261978,Cara,,78722,30.28894,-97.709,Entire home/apt,86,2,33,2020-01-01,1.38,1,0
36868497,Pinnacle Estate,210733801,Above Vacation,,78746,30.2716,-97.81178,Entire home/apt,5527,1,0,,,41,325
36868625,Sapphire on Lake Austin,210733801,Above Vacation,,78733,30.33617,-97.84772,Entire home/apt,14739,1,0,,,41,355
36873295,Landmark Estate,210733801,Above Vacation,,78703,30.29559,-97.75705,Entire home/apt,2718,1,0,,,41,343
36874034,"Family Fun House! Close to Zilker, Greenbelt &Mall",212659692,Eric,,78746,30.29703,-97.82886,Entire home/apt,549,2,12,2021-06-23,0.51,1,230
36874172,Ridgeview Estate,210733801,Above Vacation,,78733,30.34973,-97.85258,Entire home/apt,5525,1,0,,,41,327
36874378,Canyon View Estate,210733801,Above Vacation,,78746,30.28234,-97.83189,Entire home/apt,4230,1,2,2021-04-18,0.38,41,320
36877497,Blue Bungalow in South Austin,62998835,Lauren,,78745,30.20484,-97.79802,Entire home/apt,180,2,30,2021-06-13,3.06,2,7
36879416,Designer's Hyde Park Craftsmen,15477707,Kate,,78705,30.2936,-97.7349,Entire home/apt,89,2,0,,,1,0
36880518,Elite on Lake Austin,210733801,Above Vacation,,78732,30.34857,-97.87268,Entire home/apt,5576,1,0,,,41,320
36903761,Mardi Gras Estate,210733801,Above Vacation,,78730,30.38496,-97.85071,Entire home/apt,4210,1,0,,,41,189
36904204,Oakwood House,210733801,Above Vacation,,78746,30.27494,-97.79622,Entire home/apt,1684,1,0,,,41,343
36911343,Light-filled East Austin Bungalow,20536144,Brien,,78702,30.28075,-97.70432,Entire home/apt,180,3,0,,,1,0
36933576,Lovely quiet retreat full of plants,45685165,Ramsay,,78702,30.27584,-97.72129,Entire home/apt,99,2,5,2020-01-19,0.21,1,3
36934799,ACL ZILKER NEIGHBORHOOD!  1 B/B APARTMENT,277628320,Daniel,,78704,30.24778,-97.7831,Shared room,350,1,0,,,1,90
36936440,CASA VERDE - Calm + Collected - Access ATX,63746527,Kyle,,78735,30.24419,-97.8235,Entire home/apt,275,2,1,2020-02-09,0.06,1,0
36945092,Lake Hills Casita,57016774,Angela,,78733,30.33016,-97.87228,Entire home/apt,125,2,27,2021-06-20,8.80,1,125
36972737,Verdant Oasis in the City,36891438,Jesus,,78748,30.15471,-97.80508,Entire home/apt,375,3,1,2019-09-09,0.04,1,0
36977789,"1 Bed/1 Bath-Close to Domain, Apple& Dell (Room A)",267247161,Mohsen,,78727,30.4226,-97.69063,Private room,36,7,24,2020-12-26,1.37,2,0
36982780,"Rustic, Cozy South ATX Spot, mins to Town Lake",101086114,Aileen,,78704,30.23272,-97.77224,Entire home/apt,95,1,4,2019-11-11,0.19,1,0
36983588,East Austin Creek Side,1866934,Nathan,,78723,30.3131,-97.6771,Entire home/apt,100,1,60,2020-04-23,3.24,3,0
36999410,Charming 1BR/1BA in the heart of South Austin,278172123,Nicole,,78704,30.23073,-97.76442,Entire home/apt,250,1,0,,,1,0
37008818,Relax by the pool and enjoy So Co,278240488,Mary,,78704,30.24121,-97.75172,Entire home/apt,99,30,1,2019-08-08,0.04,1,269
37011456,Charming Lake Travis Cottage 20Mi to Dtwn Austin,124060715,Evolve Vacation Rental,,78734,30.38718,-97.92446,Entire home/apt,204,2,17,2021-05-30,1.20,33,316
37016541,Peaceful 2 Bdrms w/ Pool Trendy SoLA Area KNG BED,278303559,Ellen,,78704,30.23672,-97.78368,Entire home/apt,99,2,79,2021-06-27,3.42,1,70
37016827,"East Austin; 3 bed, 2 full baths & Fire pit!",240450469,Bryan,,78721,30.25791,-97.68725,Entire home/apt,40,1,4,2019-08-03,0.17,1,0
37019276,Home away from home here in North Austin,278345161,Elisa,,78717,30.47788,-97.77432,Entire home/apt,62,1,1,2019-07-27,0.04,1,0
37019766,Garden St | modern comfort just steps from it all,278348233,Julia,,78702,30.25498,-97.72705,Entire home/apt,385,3,78,2021-06-28,4.22,1,218
37022716,Lake Austin apartment,146360128,Maggie,,78703,30.28986,-97.7702,Private room,59,3,12,2020-03-09,0.54,1,0
37044239,Casa de Cedar,99016889,Madison,,78702,30.27521,-97.7128,Entire home/apt,90,2,38,2021-04-12,1.65,1,41
37044329,"Cozy, bright townhome",10179471,Frances,,78704,30.24018,-97.78257,Entire home/apt,120,3,7,2020-10-31,0.57,2,54
37048493,New Modern Apartment,125839353,Brandi,,78753,30.3907,-97.64748,Shared room,15,1,5,2019-11-14,0.24,1,0
37050218,Cleopatra Combo- East Austin!,118565935,Renters Club,,78702,30.25635,-97.72503,Entire home/apt,1003,1,14,2020-07-06,0.75,74,8
37050487,"Comfort, Art, and Tech near Downtown & ✈️",57949841,Omar & Gina,,78741,30.21799,-97.72733,Private room,70,1,79,2021-06-28,34.35,1,325
37051410,The Bar sweet#420 Camp supreme.,74534288,Stephen,,78753,30.38757,-97.65732,Entire home/apt,88,1,156,2021-06-27,20.26,4,49
37052599,Completed renovated 2 story home in South Lamar,9818204,Pablo,,78704,30.23929,-97.77659,Entire home/apt,359,2,9,2021-06-20,0.54,1,266
37054782,East Austin Modern 1 BR,152181500,Justin,,78702,30.25673,-97.70727,Entire home/apt,86,7,34,2021-06-10,1.63,2,42
37057369,Cute renovated 1/1 in Cherrywood w/big fenced yard,12769449,Nathan,,78722,30.2893,-97.71627,Entire home/apt,95,70,19,2020-01-26,0.84,1,251
37058221,New- Unique Austin House,255234464,Raquel & Hal,,78734,30.38149,-97.91991,Entire home/apt,469,2,1,2019-09-02,0.04,1,0
37078495,Luxury Ranch Estate,210733801,Above Vacation,,78733,30.31167,-97.87629,Entire home/apt,3157,1,0,,,41,205
37091033,Cozy Secluded Private House,20010828,John,,78737,30.16147,-97.95197,Entire home/apt,90,1,21,2021-07-04,0.89,1,32
37114883,Tootie's - delightful house in 78704 Zilker,68382818,Gina,,78704,30.2554,-97.7728,Entire home/apt,186,3,11,2021-04-18,0.52,2,75
37116775,Spankin New Holly Home - Walk to Rainey & East 6th,3670905,Spencer,,78702,30.25448,-97.73191,Entire home/apt,559,3,43,2021-06-14,1.89,2,70
37121183,Newly Renovated North Austin 2 bedroom apartment,23538977,Brendan,,78753,30.37848,-97.66841,Entire home/apt,111,2,47,2021-06-01,2.54,2,228
37121928,Laid Back East Austin! Close to Downtown & Airport,127092229,Tori,,78723,30.31522,-97.67319,Entire home/apt,275,2,0,,,1,0
37124526,East Domain Bungalow ( Self Check-in),233337310,Jazmin,,78758,30.37786,-97.69407,Entire home/apt,88,2,48,2021-06-22,3.02,1,64
37124675,"Poolside, natural setting, 78704 in south Austin",68382818,Gina,,78704,30.23832,-97.78368,Entire home/apt,179,3,6,2021-05-31,0.32,2,197
37125884,East Austin Designer Loft with Pool,114822700,Megan,,78702,30.27499,-97.72204,Entire home/apt,169,2,25,2021-06-13,1.14,2,90
37126991,5BR/4BR Gorgeous Views- Ideal for Couples/Families,60748142,Lauren,,78733,30.31571,-97.84163,Entire home/apt,497,2,6,2019-10-20,0.26,1,0
37156373,West Campus~Cute small Minimalist~Efficient Deal!!,104014000,Rebecca,,78705,30.28406,-97.74768,Shared room,32,1,40,2020-03-13,1.86,1,0
37177966,Clean Modern Bungalow SoCo Area,11341502,Chris & Kosha,,78704,30.23289,-97.75973,Entire home/apt,262,5,42,2021-06-17,2.05,1,113
37184470,Wyn Austin Resort ~ Rooftop Pool ~ 2B Presidential,243470944,Resort Stay,,78701,30.27139,-97.74757,Entire home/apt,242,2,29,2021-06-23,1.75,19,10
37201813,Remodeled Home 10 min from Airport & DT 🐕🐈‍⬛,4924094,Johanna,,78744,30.185,-97.74689,Entire home/apt,108,1,76,2021-06-23,4.04,1,331
37203823,Private Room in Extraordinary East Austin Home,27058878,Michael,,78702,30.27391,-97.70439,Private room,94,1,12,2021-07-05,0.56,1,3
37212401,"Private, spacious 2BR guest house in South Austin",33741325,Ben,,78745,30.22104,-97.78567,Entire home/apt,67,1,21,2020-03-19,1.20,1,0
37242458,"Quaint Condo on Lady Bird Lake, 3 Month Minimum",207708,Alex,,78704,30.25243,-97.74323,Entire home/apt,55,90,0,,,1,83
37244744,Family Home Casa Carvajal,45477243,Kelsey,,78723,30.31755,-97.67645,Entire home/apt,112,14,2,2021-06-30,1.82,1,47
37249733,Sonder *Monthly Discounts* 1BR at East Eleventh,219500569,Sonder (Austin),,78702,30.26891,-97.73055,Entire home/apt,198,2,21,2021-05-28,0.98,30,349
37254194,Sonder *Weekly Discounts* 1BR + Free Parking in East Austin,219500569,Sonder (Austin),,78702,30.26975,-97.73258,Entire home/apt,198,2,26,2021-06-13,1.22,30,358
37255345,South Austin Space Perfect for Work or Play,11063837,Carrie,,78704,30.23795,-97.76796,Entire home/apt,68,2,78,2021-07-05,4.46,4,121
37256578,Cozy S. Austin Condo!,114023820,Hunter,,78704,30.23107,-97.77702,Entire home/apt,99,2,80,2021-06-20,4.29,10,52
37256778,"Cute, comfortable, bright south Austin condo",4881010,Eric,,78745,30.20778,-97.8183,Entire home/apt,75,2,5,2019-09-08,0.22,1,0
37257039,Chic East Side Dacha,79290644,Jacqueline,,78721,30.27679,-97.69783,Entire home/apt,125,1,0,,,1,0
37275039,Therapeutic Rosedale Getaway,53703741,Kj,,78756,30.32306,-97.7408,Entire home/apt,131,1,147,2021-06-30,6.97,1,107
37291791,N.Lamar: Economic Spot in Great Community,8167447,Martin,,78751,30.30458,-97.72584,Shared room,17,30,3,2021-07-01,0.14,76,329
37292336,N.Lamar: Economic Spot in Great Community,8167447,Martin,,78751,30.30609,-97.72453,Shared room,16,30,3,2021-01-01,0.15,76,327
37297350,Luxury Stay Blocks from Convention Center,5475499,Rachel,,78702,30.25955,-97.71384,Entire home/apt,105,2,21,2021-06-06,1.08,3,1
37314851,Private room & bathroom,154083766,Erica,,78704,30.23026,-97.7661,Private room,55,1,7,2019-08-17,0.30,1,0
37317377,"Cozy, Comfortable, Art Filled South Austin Home",94824948,Margo,,78745,30.22561,-97.7856,Entire home/apt,102,30,3,2021-05-31,0.20,1,16
37333806,Comfortable 1x1 S. Austin!,114023820,Hunter,,78704,30.23308,-97.77671,Entire home/apt,100,2,79,2021-05-30,3.60,10,54
37334080,ʏᴏᴜʀ ᴀᴜsᴛɪɴ ʟᴀɴᴅɪɴɢ ᴘᴀᴅ: ǫᴜɪᴇᴛ ᴀɴᴅ ᴄᴏɴᴠᴇɴɪᴇɴᴛ,7734982,Richard,,78703,30.28399,-97.76129,Entire home/apt,125,2,27,2020-12-29,1.16,1,211
37335437,ROCKIN Austin 3 Bedroom 2 Bath 1 Mile to Downtown!,260827584,Jaison,,78705,30.29499,-97.73944,Entire home/apt,358,1,4,2019-12-14,0.18,3,0
37356755,Parakeet Lake Travis Estate,147976747,Valerie,,78734,30.35817,-97.95009,Entire home/apt,1554,2,11,2021-06-13,0.65,2,307
37359691,Easy & Inviting,80374560,Cindy,,78756,30.31118,-97.743,Entire home/apt,155,2,51,2021-07-05,2.46,1,206
37365502,Downtown Mueller Private  Floor w/ Private Bath,35177627,Kamyar,,78723,30.29899,-97.70077,Private room,45,29,15,2020-03-15,0.69,3,0
37365901,Spacious Townhome,23051057,Kathee,,78752,30.33666,-97.70724,Entire home/apt,39,2,13,2019-09-20,0.55,1,0
37368899,Downtown East Side Bungalow,4691916,Rachel,,78702,30.25345,-97.73058,Entire home/apt,210,2,3,2020-02-23,0.15,1,0
37394101,"Pool Canyon Lodge on Lake Travis, Austin Texas",281817004,Paula,,78734,30.42255,-97.92325,Entire home/apt,1464,3,2,2021-05-31,0.14,2,282
37394787,"South Congress, Private Room, in 2 BR Condo",51536441,Kevin,,78704,30.24054,-97.75323,Private room,40,30,4,2021-06-29,0.18,1,133
37395277,CUTE SUBLET in East Austin Augst 13 - September 13,607691,Selen,,78702,30.26168,-97.72563,Entire home/apt,62,21,0,,,1,0
37426338,Wyndham Austin ~ 2B Deluxe ~ Heart of Austin!,243470944,Resort Stay,,78701,30.2714,-97.74759,Entire home/apt,242,2,14,2021-06-01,0.63,19,0
37426520,Lake Austin Adventure -100% New / No Pets,15281811,Lisa,,78734,30.38098,-97.91951,Entire home/apt,214,2,107,2021-07-05,4.94,1,67
37427077,Lovely Home in Walkable Zilker Park Neighborhood,282195884,Lee,,78704,30.2582,-97.76534,Entire home/apt,254,90,1,2019-10-07,0.05,1,144
37449553,N.Lamar: Economic Spot in Amazing Community,8167447,Martin,,78751,30.30463,-97.72584,Shared room,17,30,4,2020-09-11,0.23,76,281
37449692,N.Lamar Economic Spot in Fantastic Community,8167447,Martin,,78751,30.30631,-97.72476,Shared room,17,30,2,2021-07-03,0.11,76,326
37454101,East Austin Modern Weekend Retreat,18253226,Stay Local Austin,,78702,30.26673,-97.70824,Entire home/apt,400,2,3,2020-02-17,0.13,31,0
37455483,Slice of heaven in Austin Texas,20038662,Terry,,78737,30.22882,-97.89704,Entire home/apt,150,1,1,2021-05-02,0.43,1,179
37462912,ATX living on S. Congress Ave,2128965,Candice,,78704,30.24233,-97.75188,Entire home/apt,47,90,3,2021-05-17,0.45,1,0
37463749,Spacious Austin Home,288666605,Jenny,,78728,30.46183,-97.68745,Entire home/apt,129,2,42,2021-07-04,2.05,1,193
37469152,"On 6th st 
Ultimate Austin experience",282673759,Zocimo,,78702,30.26084,-97.71629,Entire home/apt,350,7,0,,,1,179
37485022,Luxury Oasis on Luna w/ Sparkling Pool - Minutes from Zilker! | Professionally Cleaned + Hosted By GuestSpaces,138398089,GuestSpaces,,78721,30.27974,-97.69178,Entire home/apt,603,2,21,2020-09-20,1.56,30,10
37490850,1 Bedroom in the Heart of Austin!,273450488,Chakra,,78704,30.24736,-97.78126,Private room,110,3,2,2019-10-14,0.09,1,0
37495655,"Affordable, spacious Entire condo in central ATX",39128512,Austin,,78705,30.28915,-97.74648,Entire home/apt,140,1,2,2019-08-18,0.09,1,0
37501217,APT | ❤️ of Austin & Nightlife | Walk Everywhere,283063263,Dolce,,78702,30.25957,-97.71881,Entire home/apt,235,1,63,2020-04-23,2.85,3,0
37530061,Wyndham Austin - 1 Bd Deluxe,77021411,Jennifer,,78701,30.27259,-97.74327,Hotel room,175,2,1,2019-10-07,0.05,3,0
37530488,Min 30 days stay AUSTIN Parking Office Kitchen 7,49009585,Roopa,,78717,30.48914,-97.78794,Private room,32,1,22,2021-06-15,1.22,8,0
37531283,Urban Hideaway near Barton Springs Zilker,212153464,Scott,,78704,30.24756,-97.77874,Entire home/apt,139,1,50,2021-05-21,2.28,3,297
37533302,Downtown E. Austin Modern Farmhouse *Rooftop view*,16088723,Will,,78702,30.25991,-97.71336,Private room,319,1,5,2021-04-10,0.23,2,71
37537883,Charming S. Austin Condo!,114023820,Hunter,,78704,30.23127,-97.77893,Entire home/apt,97,2,76,2021-06-20,9.70,10,54
37540862,Smashing Austin Getaway - 1 Mile to Downtown!,260827584,Jaison,,78705,30.29713,-97.73836,Entire home/apt,276,1,14,2020-03-13,0.61,3,0
37553916,Cozy Studio near Barton Springs and Downtown,212153464,Scott,,78704,30.24832,-97.78061,Entire home/apt,119,2,28,2021-06-30,1.39,3,283
37559780,Lake Travis White Dove Estate,147976747,Valerie,,78734,30.37827,-97.9237,Entire home/apt,1284,2,16,2021-05-09,0.78,2,287
37567910,Cozy private bedroom near South Congress,2267797,Tyler,,78704,30.23839,-97.74851,Private room,40,1,4,2019-09-15,0.17,1,0
37570942,Bright Spacious Townhome in trendy 78704,9152334,Maxwell,,78704,30.23013,-97.77217,Entire home/apt,425,3,6,2021-06-14,0.28,1,357
37587661,2 Bedroom Condo Near 6th Street in Downtown Austin,165405482,Nancy,,78701,30.27196,-97.74398,Entire home/apt,650,2,0,,,5,7
37590666,Lake Travis Apt,116727875,Foster,,78734,30.38481,-97.9449,Entire home/apt,90,1,1,2019-09-08,0.04,1,0
37595163,Modern 1 bedroom 1 bath in Downtown Austin,22647318,National Corporate Housing-Houston,,78701,30.25925,-97.73989,Entire home/apt,45,3,2,2019-11-24,0.10,9,0
37595264,Sweet Austin Stay | Easy Walk to Eateries,7270902,Meshelle M,,78722,30.28159,-97.7178,Entire home/apt,127,1,105,2021-07-03,4.84,15,158
37595698,Walk to Central Park - Hyde Park Happy!,283181237,Jana - Austin Vacay,,78751,30.30271,-97.73574,Entire home/apt,128,1,112,2021-07-05,7.80,1,331
37625692,Pretty and Quiet East Austin Home - Book for SXSW!,92541452,Adhi,,78702,30.27219,-97.71533,Entire home/apt,1499,2,8,2020-02-23,0.35,1,4
37632287,South Austin hideaway,131512209,Brandy,,78748,30.17779,-97.83157,Entire home/apt,100,2,29,2021-06-05,1.34,2,20
37654334,South Congress Gem!!,32028707,Jonathan,,78704,30.24304,-97.75356,Entire home/apt,115,30,9,2021-05-29,0.57,2,270
37655727,Wyndham Austin ~ 1B Deluxe ~ Sleeps 4,243470944,Resort Stay,,78701,30.2714,-97.74759,Entire home/apt,242,2,16,2021-06-20,0.75,19,21
37659072,West Austin Extended Stay #1 by AustinGetaways,487072,Greg & Amanda,,78731,30.34852,-97.75574,Entire home/apt,222,45,9,2021-04-14,0.39,13,79
37664069,Modern Downtown Retreat with 2 Homes with 11 beds,8402421,Andy,,78702,30.25968,-97.71389,Entire home/apt,614,3,13,2021-06-06,0.72,7,102
37679985,"5-Star Green Home, Perfect for East ATXploration",1835355,Teri,,78702,30.25512,-97.71939,Entire home/apt,179,2,6,2020-01-12,0.27,1,0
37684695,Ziggy - Travis Heights,118565935,Renters Club,,78704,30.241,-97.74962,Entire home/apt,515,1,32,2021-06-28,1.40,74,297
37686296,"Modern East 6th Loft, walk to Downtown Austin, UT!",50225821,Greta,,78702,30.26467,-97.73234,Entire home/apt,131,2,121,2021-07-05,5.58,2,91
37687874,South Austin Cozy Comfort (:,284852537,Katy,,78745,30.19788,-97.80103,Private room,60,1,10,2019-11-03,0.57,1,0
37688606,Entire 1 bedroom Apartment,284859573,Zeinab,,78731,30.35506,-97.75059,Entire home/apt,20,2,1,2019-10-13,0.05,1,0
37690504,Austin Elite Stay,192387051,Jon,,78705,30.30004,-97.74104,Entire home/apt,85,1,35,2020-03-08,1.91,1,0
37703984,Wyndham Austin- 2 bdrm,30787515,Brooke,,78701,30.27206,-97.74465,Entire home/apt,258,2,1,2021-05-11,0.51,15,11
37718679,Close to The Domain Mall & 10 miles to Downtown.,62254282,Julie,,78758,30.41715,-97.70062,Entire home/apt,183,1,55,2021-07-01,2.54,2,12
37732061,4/2  Charming House in Travis Heights- long term,6415315,Pam,,78704,30.24595,-97.74659,Entire home/apt,125,30,0,,,2,0
37740103,SoCo + Downtown: East Riverside,272232200,Ames - Austin Vacay,,78741,30.23522,-97.73884,Entire home/apt,102,1,87,2021-06-28,18.00,2,19
37746673,East Austin Modern Home  w Rooftop Deck,44247703,Sherrie,,78702,30.27522,-97.71175,Entire home/apt,750,2,1,2019-11-04,0.05,1,0
37751342,Kim's sweet,270061609,Tracy,,78754,30.35479,-97.64131,Private room,55,1,7,2020-02-14,0.32,4,177
37752657,Relax in the Shady Back Patio at Our Cozy East Atx Bungalow,285498197,Amy + Dan,,78702,30.25651,-97.71746,Entire home/apt,157,2,34,2021-06-13,1.83,1,33
37779080,Beautiful room in Newer Townhome in S. Austin,48263936,Lesli,,78748,30.16894,-97.81721,Private room,50,1,5,2020-09-25,0.23,5,308
37780485,Lake Travis Cozy 3B2B Home with a pool,285778717,Shorewood,,78734,30.42396,-97.9339,Entire home/apt,390,2,52,2021-07-05,2.79,1,351
37781292,✨ Spacious East Austin 4BR 3 BA | Walk Anywhere ✨,20381060,Margaret,,78702,30.25734,-97.7323,Entire home/apt,479,2,39,2021-06-20,2.38,1,297
